Series,Issue,Full Title,Variant Description,Publisher,Release Date,Format,Added Date,Creators
All-New Wolverine,15A,"Enemy of the State II, Part Three",Regular David Lopez Cover,Marvel Comics,7-Dec-16,Comic,10-May-18,Thomas Taylor | Djibril Morissette-Phan
All-New Wolverine,16A,"Enemy of the State II, Part Four",Regular David Lopez Cover,Marvel Comics,11-Jan-17,Comic,10-May-18,Thomas Taylor | Nik Virella
All-New Wolverine,18A,"Enemy of the State II, Part Six",Regular David Lopez Cover,Marvel Comics,8-Mar-17,Comic,10-May-18,Thomas Taylor | Nik Virella
All-New Wolverine,19A,"Immune, Part One",Regular Adam Kubert Cover,Marvel Comics,5-Apr-17,Comic,10-May-18,Thomas Taylor | Leonard Kirk | Cory Hamscher
All-New Wolverine,20A,"Immune, Part Two",Regular Adam Kubert Cover,Marvel Comics,10-May-17,Comic,10-May-18,Thomas Taylor | Leonard Kirk | Terry Pallot
All-New Wolverine,21A,"Immune, Part Three",Regular David Marquez Cover,Marvel Comics,14-Jun-17,Comic,10-May-18,Thomas Taylor | Leonard Kirk | Terry Pallot
All-New Wolverine,22A,"Hive, Part One",Regular Leinil Francis Yu Cover,Marvel Comics,5-Jul-17,Comic,10-May-18,Thomas Taylor | Leonard Kirk | Cory Hamscher
All-New Wolverine,23,"Hive, Part Two",,Marvel Comics,9-Aug-17,Comic,10-May-18,Thomas Taylor | Leonard Kirk
All-New Wolverine,24A,"Hive, Part Three",Regular Leinil Francis Yu Cover,Marvel Comics,13-Sep-17,Comic,10-May-18,Thomas Taylor | Leonard Kirk
All-New Wolverine,25A,"Orphans of X, Part One",Regular Terry Dodson Cover,Marvel Comics,11-Oct-17,Comic,10-May-18,Thomas Taylor | Juan Cabal
All-New Wolverine,26,"Orphans of X, Part Two",,Marvel Comics,25-Oct-17,Comic,10-May-18,Thomas Taylor | Juan Cabal
All-New Wolverine,27,"Orphans of X, Part Three",,Marvel Comics,22-Nov-17,Comic,10-May-18,Thomas Taylor | Juan Cabal
All-New Wolverine,28A,"Orphans of X, Part Four",Regular Elizabeth Torque Cover,Marvel Comics,13-Dec-17,Comic,25-May-18,Thomas Taylor | Juan Cabal
All-New Wolverine,29,"Orphans of X, Part Five",,Marvel Comics,17-Jan-18,Comic,10-May-18,Thomas Taylor | Juan Cabal
All-New Wolverine,30,"Orphans of X, Part Six",,Marvel Comics,31-Jan-18,Comic,10-May-18,Thomas Taylor | Juan Cabal
All-New Wolverine,31A,,Regular David Lopez Cover,Marvel Comics,28-Feb-18,Comic,10-May-18,Thomas Taylor | Marco Failla
All-New Wolverine,32A,,Regular David Lopez Cover,Marvel Comics,14-Mar-18,Comic,10-May-18,Thomas Taylor | Djibril Morissette-Phan
All-New Wolverine,33A,"Old Woman Laura, Part One",Regular David Lopez Cover,Marvel Comics,4-Apr-18,Comic,10-May-18,Thomas Taylor | Ramon Rosanas
All-New Wolverine,34,"Old Woman Laura, Part 2",,Marvel Comics,25-Apr-18,Comic,10-May-18,Thomas Taylor | Ramon Rosanas
All-New Wolverine,35A,,Regular David Lopez Cover,Marvel Comics,16-May-18,Comic,25-May-18,Thomas Taylor | Ramon Rosanas
All-New Wolverine Annual,1A,,Regular Cameron Stewart Cover,Marvel Comics,31-Aug-16,Comic,25-Feb-17,Thomas Taylor | Marcio Takara
All-New X-Factor,1A,,Regular Kris Anka Cover,Marvel Comics,8-Jan-14,Comic,25-May-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,2A,,Regular Kris Anka Cover,Marvel Comics,22-Jan-14,Comic,25-May-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,3A,,Regular Kris Anka Cover,Marvel Comics,12-Feb-14,Comic,25-May-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,4,,,Marvel Comics,12-Mar-14,Comic,25-May-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,5,,,Marvel Comics,26-Mar-14,Comic,25-May-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,6,"""Do Not Disturb Me.""",,Marvel Comics,9-Apr-14,Comic,25-May-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,7,,,Marvel Comics,7-May-14,Comic,25-May-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,8,,,Marvel Comics,21-May-14,Comic,25-May-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,9,,,Marvel Comics,4-Jun-14,Comic,20-Jul-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,10,,,Marvel Comics,2-Jul-14,Comic,16-Jul-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,11,,,Marvel Comics,16-Jul-14,Comic,20-Jul-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,12,,,Marvel Comics,20-Aug-14,Comic,1-Sep-14,Peter David | Carmine Di Giandomenico
All-New X-Factor,13,"""Gorgon, Charming as Ever.""",,Marvel Comics,3-Sep-14,Comic,4-Oct-14,Peter David | Pop Mhan
All-New X-Factor,14,"""Girls Day Out. Sounds Terrific.""",,Marvel Comics,17-Sep-14,Comic,4-Oct-14,Peter David | Scott Hanna | Pop Mhan
All-New X-Factor,15,,,Marvel Comics,22-Oct-14,Comic,13-Dec-15,Peter David | Carmine Di Giandomenico
All-New X-Factor,16,Axis ,,Marvel Comics,5-Nov-14,Comic,14-Aug-15,Peter David | Carmine Di Giandomenico
All-New X-Factor,17,Axis ,,Marvel Comics,3-Dec-14,Comic,14-Aug-15,Peter David | Carmine Di Giandomenico
All-New X-Factor,18,,,Marvel Comics,24-Dec-14,Comic,14-Aug-15,Peter David | Carmine Di Giandomenico
All-New X-Factor,19,,,Marvel Comics,7-Jan-15,Comic,14-Aug-15,Peter David | Carmine Di Giandomenico
All-New X-Factor,20A,,Regular Kris Anka Cover,Marvel Comics,21-Jan-15,Comic,27-Jul-15,Peter David | Will Sliney | Carmine Di Giandomenico
All-New X-Men,1A,,Regular Stuart Immonen Cover,Marvel Comics,14-Nov-12,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,2A,,Regular Stuart Immonen Cover,Marvel Comics,28-Nov-12,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,3D,,Stuart Immonen 3rd Print,Marvel Comics,5-Dec-12,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,4A,,Regular Stuart Immonen Cover,Marvel Comics,19-Dec-12,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,5A,,Stuart Immonen Regular Cover,Marvel Comics,2-Jan-13,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,6C,,Stuart Immonen 2nd Print,Marvel Comics,16-Jan-13,Comic,23-Feb-14,Brian Michael Bendis | David Marquez
All-New X-Men,7A,,Regular Stuart Immonen Cover,Marvel Comics,6-Feb-13,Comic,23-Feb-14,Brian Michael Bendis | David Marquez
All-New X-Men,8A,,Regular Stuart Immonen Cover,Marvel Comics,6-Mar-13,Comic,23-Feb-14,Brian Michael Bendis | David Marquez
All-New X-Men,9A,,Regular Stuart Immonen Cover,Marvel Comics,20-Mar-13,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,10A,,Regular Stuart Immonen Cover,Marvel Comics,3-Apr-13,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,11,,,Marvel Comics,1-May-13,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,12A,All-New X-Men Vs. Uncanny Avengers,Regular Stuart Immonen Cover,Marvel Comics,5-Jun-13,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,13,,,Marvel Comics,26-Jun-13,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,14,,Stuart Immonen Regular Cover,Marvel Comics,17-Jul-13,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,15,,,Marvel Comics,7-Aug-13,Comic,23-Feb-14,Brian Michael Bendis | David LaFuente
All-New X-Men,16A,Battle of the Atom ,Regular Arthur Adams Cover,Marvel Comics,4-Sep-13,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,17A,Battle of the Atom - Chapter 6,Regular Ed McGuinness Cover,Marvel Comics,2-Oct-13,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,18A,,Regular Brandon Peterson Cover,Marvel Comics,13-Nov-13,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,19A,,Regular Kevin Nowlan Cover,Marvel Comics,27-Nov-13,Comic,23-Feb-14,Brian Michael Bendis | Brandon Peterson
All-New X-Men,20A,,Regular Brandon Peterson Cover,Marvel Comics,18-Dec-13,Comic,23-Feb-14,Brian Michael Bendis | Brandon Peterson | Mahmud A. Asrar
All-New X-Men,21,,,Marvel Comics,15-Jan-14,Comic,23-Feb-14,Brian Michael Bendis | Brandon Peterson | Brent E. Anderson
All-New X-Men,22.NOW-A,The Trial of Jean Grey - Part 1,Regular Stuart Immonen Cover,Marvel Comics,22-Jan-14,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,23A,The Trial of Jean Grey - Part 3,Regular Stuart Immonen Cover,Marvel Comics,12-Feb-14,Comic,23-Feb-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,24A,The Trial of Jean Grey - Part 5,Regular Stuart Immonen Cover,Marvel Comics,12-Mar-14,Comic,23-Mar-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,25A,,Regular Stuart Immonen Cover,Marvel Comics,9-Apr-14,Comic,21-Apr-14,Brian Michael Bendis | Ronnie del Carmen | Jason Shiga
All-New X-Men,26,,,Marvel Comics,30-Apr-14,Comic,3-May-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,27A,,Regular Stuart Immonen Cover,Marvel Comics,14-May-14,Comic,16-May-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,28,,Regular Stuart Immonen Cover,Marvel Comics,11-Jun-14,Comic,14-Jun-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,29A,,Regular Stuart Immonen Cover,Marvel Comics,9-Jul-14,Comic,20-Jul-14,Brian Michael Bendis | Stuart Immonen | Wade von Grawbadger
All-New X-Men,30,,,Marvel Comics,13-Aug-14,Comic,1-Sep-14,Brian Michael Bendis | Sara Pichelli
All-New X-Men,31A,,Regular Stuart Immonen Cover,Marvel Comics,27-Aug-14,Comic,1-Sep-14,Brian Michael Bendis | Mahmud A. Asrar
All-New X-Men,32,,,Marvel Comics,17-Sep-14,Comic,4-Oct-14,Brian Michael Bendis | Mahmud A. Asrar
All-New X-Men,33A,,Regular Mahmud Asrar Cover,Marvel Comics,29-Oct-14,Comic,14-Aug-15,Brian Michael Bendis | Mahmud A. Asrar
All-New X-Men,34A,,Regular Mahmud Asrar Cover,Marvel Comics,17-Dec-14,Comic,14-Aug-15,Brian Michael Bendis | Mahmud A. Asrar
All-New X-Men,35,,Regular Sara Pichelli Cover,Marvel Comics,21-Jan-15,Comic,14-Aug-15,Brian Michael Bendis | Mahmud A. Asrar
All-New X-Men,36,,,Marvel Comics,11-Feb-15,Comic,14-Aug-15,Brian Michael Bendis | Mahmud A. Asrar
All-New X-Men,37A,,Kris Anka Regular Cover,Marvel Comics,11-Mar-15,Comic,11-Jul-15,Brian Michael Bendis | Michael del Mundo
All-New X-Men,38A,Black Vortex - Chapter 4,Regular Andrea Sorrentino Cover,Marvel Comics,25-Feb-15,Comic,14-Aug-15,Brian Michael Bendis | Andrea Sorrentino
All-New X-Men,39A,Black Vortex - Chapter Five,Regular Alexander Lozano Cover,Marvel Comics,18-Mar-15,Comic,11-Jul-15,Brian Michael Bendis | Andrea Sorrentino
All-New X-Men,40,,,Marvel Comics,22-Apr-15,Comic,11-Jul-15,Brian Michael Bendis | Mahmud A. Asrar
All-New X-Men,41A,,Regular Mahmud Asrar Cover,Marvel Comics,3-Jun-15,Comic,10-Jul-15,Brian Michael Bendis | Mahmud A. Asrar
All-New X-Men Annual,1A,The Secret Life of Eva Bell,Regular Andrea Sorrentino Cover,Marvel Comics,24-Dec-14,Comic,14-Aug-15,Brian Michael Bendis | Andrea Sorrentino
All-New X-Men Special,1A,The Arms of the Octopus - Part 1: Elegy In The Classroom,Regular Alexander Lozano Cover,Marvel Comics,2-Oct-13,Comic,23-Feb-14,Mike Costa | Kris Anka
"All-New X-Men, Vol. 2",1.MUA,,Regular Adam Kubert Cover,Marvel Comics,1-Feb-17,Comic,9-Jun-17,Jeremy Whitley | Ron Lim | Carlo Barberi
"All-New X-Men, Vol. 2",1A,,Mark Bagley Regular Cover,Marvel Comics,2-Dec-15,Comic,20-Dec-15,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",2A,,Mark Bagley Regular Cover,Marvel Comics,16-Dec-15,Comic,9-Apr-16,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",3A,,Mark Bagley Regular Cover,Marvel Comics,13-Jan-16,Comic,9-Apr-16,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",4A,,Mark Bagley Regular Cover,Marvel Comics,10-Feb-16,Comic,9-Apr-16,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",5,,,Marvel Comics,24-Feb-16,Comic,9-Apr-16,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",6,,,Marvel Comics,16-Mar-16,Comic,9-Apr-16,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",7,,,Marvel Comics,30-Mar-16,Comic,9-Apr-16,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",8,,,Marvel Comics,13-Apr-16,Comic,19-May-16,Dennis Hopeless | Paco Diaz
"All-New X-Men, Vol. 2",11A,Apocalypse Wars ,Mark Bagley Regular Cover,Marvel Comics,13-Jul-16,Comic,28-May-17,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",12A,,Mark Bagley Regular Cover,Marvel Comics,10-Aug-16,Comic,28-May-17,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",13,,Mark Bagley Regular Cover,Marvel Comics,14-Sep-16,Comic,28-May-17,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",14,,,Marvel Comics,19-Oct-16,Comic,28-May-17,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",15,,,Marvel Comics,9-Nov-16,Comic,28-May-17,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",16,,,Marvel Comics,14-Dec-16,Comic,28-May-17,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",17A,Inhumans vs. X-Men ,Regular Mark Bagley Cover,Marvel Comics,18-Jan-17,Comic,9-Jun-17,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",18A,Inhumans vs. X-Men ,Regular Mark Bagley Cover,Marvel Comics,1-Feb-17,Comic,9-Jun-17,Dennis Hopeless | Mark Bagley | Andrew Hennessy
"All-New X-Men, Vol. 2",19,,,Marvel Comics,29-Mar-17,Comic,9-Jun-17,Dennis Hopeless | Paco Diaz
"All-New X-Men, Vol. 2 Annual",1A,"Idie Goes On A Date / The Last Of Us, The Last Of X",Regular Cory Smith Cover,Marvel Comics,23-Nov-16,Comic,28-May-17,Sina Grace | Rex Ogle | Cory Smith
"All-New, All-Different Avengers, Vol. 1",1A,"All-New All-Different Avengers Assemble! / ""You're a Jerk!""",Regular Alex Ross Cover,Marvel Comics,11-Nov-15,Comic,9-Jun-16,Mark Waid | Adam Kubert | Mahmud A. Asrar
"All-New, All-Different Avengers, Vol. 1",2A,,Alex Ross Regular Cover,Marvel Comics,2-Dec-15,Comic,9-Jun-16,Mark Waid | Adam Kubert
"All-New, All-Different Avengers, Vol. 1",3A,,Alex Ross Regular Cover,Marvel Comics,13-Jan-16,Comic,21-Feb-16,Mark Waid | Adam Kubert
"All-New, All-Different Avengers, Vol. 1",4A,,Alex Ross Regular Cover,Marvel Comics,27-Jan-16,Comic,21-Feb-16,Mark Waid | Mahmud A. Asrar
"All-New, All-Different Avengers, Vol. 1",5A,,Alex Ross Regular Cover,Marvel Comics,10-Feb-16,Comic,21-Feb-16,Mark Waid | Mahmud A. Asrar
"All-New, All-Different Avengers, Vol. 1",6,,,Marvel Comics,24-Feb-16,Comic,19-Mar-16,Mark Waid | Mahmud A. Asrar
"All-New, All-Different Avengers, Vol. 1",7A,Avengers Standoff ,Alex Ross Regular Cover,Marvel Comics,23-Mar-16,Comic,9-Apr-16,Mark Waid | Adam Kubert
"All-New, All-Different Avengers, Vol. 1",8A,Avengers Standoff ,Alex Ross Regular Cover,Marvel Comics,13-Apr-16,Comic,19-May-16,Mark Waid | Adam Kubert
"All-New, All-Different Avengers, Vol. 1",9A,,Alex Ross Regular Cover,Marvel Comics,11-May-16,Comic,19-May-16,Mark Waid | Mahmud A. Asrar
"All-New, All-Different Avengers, Vol. 1",10,,,Marvel Comics,1-Jun-16,Comic,3-Jun-16,Mark Waid | Mahmud A. Asrar
"All-New, All-Different Avengers, Vol. 1",13A,Civil War II ,Alex Ross Regular Cover,Marvel Comics,10-Aug-16,Comic,11-Jan-17,Mark Waid | Adam Kubert
"All-New, All-Different Avengers, Vol. 1",14A,Civil War II ,Regular Alex Ross Cover,Marvel Comics,7-Sep-16,Comic,11-Jan-17,Mark Waid | Jeremy Whitley | Adam Kubert
"All-New, All-Different Avengers, Vol. 1",15A,,,Marvel Comics,26-Oct-16,Comic,11-Jan-17,Mark Waid | Adam Kubert
"All-New, All-Different Avengers, Vol. 1 Annual",1B,,Alex Ross Variant Cover,Marvel Comics,10-Aug-16,Comic,11-Jan-17,Scott Kurtz | Mark Waid | G. Willow Wilson
"All-New, All-Different Point One, Vol. 1",1A,Chess Not Checkers / Night Work / Trick or Treat or Shot by a Big Gun / The Coulson Protocols / Sublimation / Blindspot,Regular Michael del Mundo Cover,Marvel Comics,7-Oct-15,Comic,21-Feb-16,Gerry Conway | Marc Guggenheim | Skottie Young
All-Star Batman,2A,"My Own Worst Enemy, Part 2",Regular John Romita Jr. Cover,DC Comics,14-Sep-16,Comic,28-May-17,"Scott Snyder | Declan Shalvey | John S. Romita, Jr."
All-Star Batman,3A,"My Own Worst Enemy, Part 3",Regular John Romita Jr. Cover,DC Comics,12-Oct-16,Comic,28-May-17,"Scott Snyder | Declan Shalvey | John S. Romita, Jr."
All-Star Batman,4A,"My Own Worst Enemy, Part 4",Regular John Romita Jr. Cover,DC Comics,9-Nov-16,Comic,28-May-17,"Scott Snyder | Declan Shalvey | John S. Romita, Jr."
All-Star Batman,5A,"My Own Worst Enemy, Finale",Regular John Romita Jr. & Danny Miki Cover,DC Comics,28-Dec-16,Comic,28-May-17,"Scott Snyder | John S. Romita, Jr. | Richard Friend"
All-Star Batman,6A,"Ends Of The Earth, Part One",Regular Jock Cover,DC Comics,11-Jan-17,Comic,28-May-17,Scott Snyder | Mark Simpson
All-Star Batman,7A,"Ends Of The Earth, Part 2",Regular Tula Lotay Cover,DC Comics,8-Feb-17,Comic,28-May-17,Scott Snyder | Tula Lotay
All-Star Batman,8A,"Ends of the Earth, Part 3 / The Cursed Wheel Part 7",Regular Giuseppe Camuncoli Cover,DC Comics,15-Mar-17,Comic,15-May-18,Scott Snyder | Giuseppe Camuncoli | Francesco Francavilla
All-Star Batman,9A,"Ends of the Earth, Finale / The Cursed Wheel Finale",Regular Jock Cover,DC Comics,19-Apr-17,Comic,15-May-18,Scott Snyder | Francesco Francavilla | Mark Simpson
All-Star Batman,10A,"The First Ally, Part 1 / Killers-In-Law, Part 1: Brotherhood",Regular Rafael Albuquerque Cover,DC Comics,10-May-17,Comic,15-May-18,Rafael Albuquerque | Scott Snyder | Rafael Scavone
All-Star Batman,11A,"The First Ally, Part Two",Regular Rafael Albuquerque Cover,DC Comics,21-Jun-17,Comic,15-May-18,Rafael Albuquerque | Scott Snyder | Rafael Scavone
All-Star Batman,12A,"The First Ally, Part 3",Rafael Albuquerque Cover,DC Comics,26-Jul-17,Comic,15-May-18,Rafael Albuquerque | Scott Snyder | Rafael Scavone
All-Star Batman,13A,"The First Ally, Part Four",Regular Rafael Albuquerque Cover,DC Comics,30-Aug-17,Comic,15-May-18,Rafael Albuquerque | Scott Snyder | Rafael Scavone
All-Star Batman,14A,"The First Ally, Finale",Regular Rafael Albuquerque Cover,DC Comics,4-Oct-17,Comic,15-May-18,Rafael Albuquerque | Scott Snyder | Rafael Scavone
"All-Star Western, Vol. 3",9,Night of the Owls - Vengeance In The Big Easy / The King Of Carnival,,DC Comics,23-May-12,Comic,23-Feb-14,Justin Gray | Jimmy Palmiotti | Moritat
"All-Star Western, Vol. 3",10,"The War of Lords and Owls, Part One / Unholy Matrimony",,DC Comics,27-Jun-12,Comic,23-Feb-14,Justin Gray | Jimmy Palmiotti | José Luis García-López
"All-Star Western, Vol. 3",11,"The War of Lords and Owls, Part Two / The Haunted Highwayman! Part 1",,DC Comics,25-Jul-12,Comic,23-Feb-14,Justin Gray | Jimmy Palmiotti | Moritat
"Alpha Flight, Vol. 1",1,Tundra!,$1.00 Cover Price (Regular),Marvel Comics,Aug-83,Comic,23-Feb-14,John Byrne
"Alpha Flight, Vol. 1",46,Friends... And Lovers,,Marvel Comics,May-87,Comic,23-Feb-14,Bill Mantlo | June Brigman | Dave Ross
"Alpha Flight, Vol. 1",66,Killing Me Softly With His Word Processor!,,Marvel Comics,Jan-89,Comic,23-Feb-14,Bill Mantlo | Hugh Haynes | Gerry Talaoc
"Alpha Flight, Vol. 1",71,Power Plays,,Marvel Comics,Jun-89,Comic,23-Feb-14,James D. Hudnall | John Calimee | Mike Manley
"Alpha Flight, Vol. 1",72,End Game,,Marvel Comics,Jul-89,Comic,23-Feb-14,James D. Hudnall | Gerry Talaoc
"Alpha Flight, Vol. 1",73,Homeward Bound,,Marvel Comics,Aug-89,Comic,23-Feb-14,James D. Hudnall | John Calimee | Mike Manley
"Alpha Flight, Vol. 1",83,Talisman (The Second),,Marvel Comics,Apr-90,Comic,23-Feb-14,James D. Hudnall | James T. Sherman
"Alpha Flight, Vol. 1",84,"Earth War, Part 1: The Big Picture",,Marvel Comics,May-90,Comic,23-Feb-14,James D. Hudnall | John Calimee | Mike Manley
"Alpha Flight, Vol. 1",85,"Earth War, Part 2: Marching To Doom",First Printing,Marvel Comics,Jun-90,Comic,23-Feb-14,James D. Hudnall | John Calimee | Mike Manley
"Alpha Flight, Vol. 1",86,"Earth War, Part 3: The End Of All Things",,Marvel Comics,Jul-90,Comic,23-Feb-14,James D. Hudnall | Mark Bagley | Mike Manley
Alpha Flight/Inhumans '98,,Tides,1998 Annual,Marvel Comics,1998,Comic,23-Feb-14,Mark Bernardo | Steven T. Seagle | Tom Raney
Alter Ego,1,Lives!,,First Comics,May-86,Comic,23-Feb-14,Dann Thomas | Roy Thomas | Ron Harris
Alter Ego,2,Captives Of The Crimson Claw,,First Comics,Jul-86,Comic,23-Feb-14,Roy Thomas | Ron Harris
Alter Ego,3,Smile! You're On Candidcatastrophe!,,First Comics,Sep-86,Comic,23-Feb-14,Roy Thomas | Ron Harris
Altered States: Red Sonja,A,,,Dynamite Entertainment,11-Mar-15,Comic,22-Aug-15,Brandon Jerwa | Juanan Ramirez
"Amazing Fantasy, Vol. 3",1A,Arrival,Regular Kaare Andrews Cover,Marvel Comics,28-Jul-21,Comic,12-Nov-21,Kaare Andrews
"Amazing Fantasy, Vol. 3",2C,,Variant Peach Momoko Cover,Marvel Comics,25-Aug-21,Comic,12-Nov-21,Kaare Andrews
"Amazing Fantasy, Vol. 3",3A,,Regular Kaare Andrews Cover,Marvel Comics,29-Sep-21,Comic,12-Nov-21,Kaare Andrews
"Amazing Fantasy, Vol. 3",4A,,Regular Kaare Andrews Cover,Marvel Comics,3-Nov-21,Comic,12-Nov-21,Kaare Andrews
Amazing High Adventure,1,,,Marvel Comics,Aug-84,Comic,23-Feb-14,Louise Simonson | Ann Nocenti | Steve Englehart
Amazing High Adventure,2,,,Marvel Comics,Sep-85,Comic,23-Feb-14,Ann Nocenti | Steve Englehart | Eliot R. Brown
Amazing High Adventure,3,,,Marvel Comics,1986,Comic,23-Feb-14,Mike Baron | Steve Englehart | Mark Obie Wheatley
Amazing High Adventure,4,,,Marvel Comics,1986,Comic,23-Feb-14,Alan Zelenetz | Bill Mantlo | Stephen Perry
Amazing High Adventure,5,,,Marvel Comics,1986,Comic,23-Feb-14,Mike Baron | Ken Steacy | Bill Mantio
"The Amazing Spider-Man, Vol. 4",1.1A,"Amazing Grace, Part One: ""A Wretch Like Me""",Simone Bianchi Regular Cover,Marvel Comics,16-Dec-15,Comic,9-Jun-16,Jose Molina | Simone Bianchi
"The Amazing Spider-Man, Vol. 4",1.2B,"Amazing Grace, Part 2: My Heart To Fear",Ryan Ottley Variant Cover,Marvel Comics,30-Dec-15,Comic,9-Jun-16,Jose Molina | Simone Bianchi
